iter	Passed	Remaining
1607	1018391	248264
1608	1019039	247634
1609	1019692	247006
1610	1020297	246366
1611	1020828	245708
1612	1021562	245098
1613	1022247	244477
1614	1022820	243830
1615	1023521	243212
1616	1023901	242519
1617	1024545	241888
1618	1025208	241262
1619	1025846	240630
1620	1026406	239980
1621	1026998	239337
1622	1027615	238700
1623	1028239	238065
1624	1028890	237436
1625	1029287	236748
1626	1029940	236120
1627	1030545	235480
1628	1031198	234852
1629	1031868	234227
1630	1032520	233599
1631	1033171	232969
1632	1033811	232338
1633	1034262	231664
1634	1034973	231049
1635	1035608	230416
1636	1036216	229777
1637	1036877	229151
1638	1037524	228521
1639	1038164	227889
1640	1038818	227261
1641	1039339	226603
1642	1039820	225937
1643	1040497	225314
1644	1041114	224678
1645	1041697	224034
1646	1042342	223404
1647	1042890	222753
1648	1043554	222127
1649	1044003	221455
1650	1044664	220828
1651	1045341	220205
1652	1046069	219592
1653	1046712	218961
1654	1047303	218319
1655	1047953	217690
1656	1048575	217055
1657	1049166	216414
1658	1049814	215784
1659	1050477	215158
1660	1051181	214539
1661	1051872	213918
1662	1052490	213282
1663	1053180	212661
1664	1053812	212028
1665	1054430	211392
1666	1055047	210756
1667	1055531	210093
1668	1056158	209459
1669	1056807	208830
1670	1057461	208201
1671	1058121	207574
1672	1058779	206946
1673	1059435	206317
1674	1060137	205698
1675	1060812	205073
1676	1061391	204430
1677	1062025	203797
1678	1062678	203168
1679	1063233	202520
1680	1063847	201884
1681	1064463	201248
1682	1065116	200619
1683	1065718	199980
1684	1066300	199338
1685	1066907	198700
1686	1067280	198019
1687	1067934	197390
1688	1068566	196757
1689	1069231	196131
1690	1069918	195508
1691	1070324	194834
1692	1071065	194221
1693	1071785	193604
1694	1072385	192966
1695	1072995	192329
1696	1073726	191714
1697	1074171	191048
1698	1074825	190419
1699	1075448	189785
1700	1076103	189156
1701	1076758	188527
1702	1077374	187892
1703	1077944	187248
1704	1078599	186619
1705	1079212	185983
1706	1079859	185353
1707	1080507	184723
1708	1081141	184091
1709	1081523	183416
1710	1082141	182781
1711	1082808	182154
1712	1083386	181513
1713	1084085	180891
1714	1084732	180261
1715	1085340	179625
1716	1086026	179001
1717	1086386	178324
1718	1087086	177702
1719	1087758	177076
1720	1088367	176440
1721	1089020	175811
1722	1089661	175180
1723	1090325	174553
1724	1090771	173891
1725	1091405	173258
1726	1092063	172630
1727	1092669	171994
1728	1093233	171351
1729	1093891	170722
1730	1094593	170101
1731	1095134	169455
1732	1095492	168780
1733	1096182	168157
1734	1096853	167530
1735	1097588	166914
1736	1098245	166285
1737	1098887	165655
1738	1099586	165032
1739	1100222	164401
1740	1100832	163765
1741	1101518	163141
1742	1102266	162525
1743	1102912	161895
1744	1103623	161274
1745	1104246	160640
1746	1104888	160009
1747	1105538	159379
1748	1106151	158744
1749	1106784	158112
1750	1107371	157473
1751	1107996	156839
1752	1108643	156209
1753	1109278	155577
1754	1109953	154950
1755	1110582	154317
1756	1111250	153690
1757	1111917	153062
1758	1112592	152435
1759	1113317	151816
1760	1113972	151186
1761	1114622	150556
1762	1115205	149916
1763	1115918	149295
1764	1116538	148660
1765	1117191	148030
1766	1117832	147399
1767	1118439	146763
1768	1119059	146129
1769	1119709	145498
1770	1120338	144865
1771	1120950	144230
1772	1121519	143589
1773	1122177	142960
1774	1122833	142330
1775	1123435	141694
1776	1124046	141059
1777	1124719	140431
1778	1125379	139802
1779	1126089	139179
1780	1126815	138558
1781	1127495	137931
1782	1128179	137305
1783	1128789	136669
1784	1129456	136040
1785	1130117	135411
1786	1130786	134783
1787	1131481	134157
1788	1132150	133529
1789	1132703	132886
1790	1133322	132252
1791	1133913	131615
1792	1134527	130979
1793	1135135	130344
1794	1135846	129720
1795	1136508	129091
1796	1137153	128459
1797	1137741	127821
1798	1138429	127195
1799	1139070	126563
1800	1139647	125924
1801	1140317	125295
1802	1140898	124657
1803	1141519	124023
1804	1142051	123379
1805	1142665	122744
1806	1143313	122113
1807	1143945	121480
1808	1144604	120851
1809	1145228	120217
1810	1145798	119578
1811	1146445	118946
1812	1147106	118317
1813	1147734	117683
1814	1148351	117049
1815	1149050	116423
1816	1149715	115794
1817	1150349	115161
1818	1151010	114531
1819	1151557	113890
1820	1152190	113257
1821	1152891	112631
1822	1153272	111974
1823	1153928	111343
1824	1154580	110713
1825	1155234	110082
1826	1155880	109451
1827	1156533	108820
1828	1157083	108180
1829	1157725	107548
1830	1158266	106907
1831	1158922	106276
1832	1159509	105639
1833	1160118	105005
1834	1160754	104373
1835	1161294	103732
1836	1161820	103090
1837	1162475	102459
1838	1163049	101822
1839	1163739	101194
1840	1164359	100561
1841	1165033	99932
1842	1165814	99312
1843	1166451	98680
1844	1167074	98046
1845	1167694	97413
1846	1168393	96786
1847	1169074	96157
1848	1169720	95526
1849	1170176	94879
1850	1170831	94248
1851	1171376	93608
1852	1172022	92977
1853	1172581	92339
1854	1173035	91692
1855	1173679	91061
1856	1174384	90434
1857	1175035	89803
1858	1175653	89170
1859	1176262	88535
1860	1176866	87901
1861	1177497	87268
1862	1177955	86623
1863	1178613	85993
1864	1179229	85359
1865	1179792	84722
1866	1180471	84093
1867	1181152	83464
1868	1181627	82821
1869	1182270	82189
1870	1182917	81558
1871	1183281	80908
1872	1183818	80269
1873	1184483	79639
1874	1185164	79010
1875	1185713	78373
1876	1186122	77726
1877	1186742	77094
1878	1187357	76461
1879	1187975	75828
1880	1188600	75195
1881	1189244	74564
1882	1189912	73935
1883	1190376	73292
1884	1190938	72656
1885	1191587	72025
1886	1192229	71394
1887	1192596	70747
1888	1193202	70114
1889	1193816	69481
1890	1194420	68848
1891	1195162	68222
1892	1195825	67592
1893	1196379	66956
1894	1197012	66325
1895	1197609	65691
1896	1198286	65062
1897	1198907	64430
1898	1199519	63797
1899	1200173	63167
1900	1200826	62536
1901	1201484	61906
1902	1202092	61273
1903	1202653	60637
1904	1203361	60010
1905	1203835	59370
1906	1204491	58740
1907	1205202	58112
1908	1205875	57482
1909	1206531	56852
1910	1206887	56207
1911	1207524	55576
1912	1208134	54943
1913	1208764	54312
1914	1209353	53678
1915	1209923	53044
1916	1210593	52414
1917	1211273	51785
1918	1211926	51154
1919	1212618	50525
1920	1213283	49895
1921	1213921	49264
1922	1214536	48631
1923	1215159	48000
1924	1215801	47368
1925	1216453	46738
1926	1217022	46104
1927	1217637	45471
1928	1218177	44837
1929	1218815	44205
1930	1219342	43570
1931	1220028	42940
1932	1220703	42310
1933	1221354	41680
1934	1221721	41039
1935	1222386	40409
1936	1222997	39777
1937	1223460	39140
1938	1224106	38509
1939	1224814	37880
1940	1225477	37250
1941	1226135	36619
1942	1226719	35987
1943	1227373	35356
1944	1228030	34725
1945	1228641	34093
1946	1229280	33462
1947	1229894	32830
1948	1230537	32199
1949	1231165	31568
1950	1231819	30937
1951	1232429	30305
1952	1233127	29675
1953	1233516	29038
1954	1234160	28407
1955	1234778	27776
1956	1235433	27145
1957	1236070	26514
1958	1236660	25882
1959	1237299	25251
1960	1237672	24614
1961	1238317	23983
1962	1238957	23352
1963	1239657	22722
1964	1240286	22091
1965	1240945	21460
1966	1241590	20829
1967	1242198	20198
1968	1242666	19564
1969	1243298	18933
1970	1243689	18298
1971	1244221	17666
1972	1244883	17035
1973	1245555	16405
1974	1246200	15774
1975	1246889	15144
1976	1247604	14514
1977	1248242	13883
1978	1248859	13252
1979	1249515	12621
1980	1250169	11990
1981	1250815	11359
1982	1251439	10728
1983	1252156	10098
1984	1252806	9467
1985	1253390	8835
1986	1254049	8204
1987	1254724	7573
1988	1255385	6942
1989	1255889	6311
1990	1256247	5678
1991	1256902	5047
1992	1257489	4416
1993	1258140	3785
1994	1258844	3154
1995	1259531	2524
1996	1260180	1893
1997	1260813	1262
1998	1261468	631
1999	1262088	0
