iter	RMSE
593	6.846457716
594	6.844186745
595	6.84407098
596	6.84182265
597	6.841705892
598	6.841628725
599	6.84155488
600	6.841470869
601	6.84136445
602	6.841282366
603	6.841126147
604	6.840973012
605	6.840900599
606	6.840784959
607	6.840676762
608	6.840550285
609	6.840439024
610	6.838421774
611	6.838352721
612	6.838271097
613	6.838168366
614	6.836021312
615	6.834048964
616	6.833975077
617	6.833819583
618	6.833716191
619	6.833266892
620	6.833180545
621	6.833101989
622	6.833027032
623	6.832953643
624	6.830806943
625	6.830723265
626	6.83052608
627	6.830384118
628	6.830128323
629	6.828038639
630	6.827942189
631	6.827859329
632	6.827721892
633	6.827628173
634	6.82746976
635	6.825726598
636	6.825576425
637	6.825484581
638	6.825418876
639	6.825288123
640	6.825218807
641	6.825132857
642	6.824892317
643	6.824797739
644	6.824715505
645	6.824590385
646	6.824517734
647	6.824278912
648	6.824120291
649	6.82395067
650	6.823884748
651	6.823819573
652	6.823671484
653	6.821530124
654	6.821398672
655	6.821275863
656	6.821044547
657	6.820949388
658	6.820820884
659	6.820744482
660	6.818747736
661	6.818655653
662	6.816760966
663	6.816708143
664	6.816621614
665	6.814575141
666	6.814479112
667	6.813677873
668	6.813538631
669	6.813399757
670	6.813324324
671	6.813176702
672	6.813038745
673	6.812955488
674	6.810953277
675	6.810885297
676	6.810818187
677	6.81070428
678	6.810510098
679	6.81044518
680	6.810381601
681	6.810264036
682	6.808710022
683	6.806761593
684	6.806700023
685	6.805473583
686	6.805392289
687	6.805305643
688	6.803603915
689	6.803482781
690	6.803385291
691	6.803229707
692	6.803173885
693	6.803073325
694	6.80301913
695	6.802894867
696	6.802831676
697	6.802786929
698	6.80271156
699	6.802594834
700	6.802507094
701	6.802458887
702	6.802374174
703	6.800585559
704	6.800536472
705	6.80045078
706	6.800392459
707	6.80026865
708	6.798515662
709	6.79834638
710	6.798279582
711	6.79819965
712	6.798152266
713	6.798041489
714	6.797956418
715	6.79775793
716	6.797616272
717	6.797545412
718	6.797422712
719	6.797315431
720	6.797264877
721	6.79544047
722	6.793641135
723	6.793536873
724	6.793456334
725	6.793378062
726	6.793306739
727	6.791928984
728	6.789918002
729	6.789876219
730	6.788266767
731	6.786707811
732	6.786629319
733	6.786567217
734	6.786516041
735	6.786330721
736	6.786229184
737	6.786168881
738	6.78439897
739	6.784347193
740	6.784293831
741	6.784213497
742	6.783955577
743	6.783825112
744	6.783695926
745	6.782235406
746	6.782156523
747	6.780452813
748	6.779052888
749	6.778875764
750	6.778829265
751	6.778706315
752	6.778639064
753	6.778544914
754	6.7784769
755	6.778315108
756	6.778264043
757	6.777065405
758	6.775554087
759	6.773882677
760	6.773770922
761	6.773725719
762	6.773692157
763	6.773569381
764	6.773516582
765	6.773238022
766	6.773127031
767	6.77307849
768	6.772951596
769	6.772874731
770	6.771452222
771	6.771229847
772	6.771157312
773	6.77105136
774	6.770941547
775	6.770791002
776	6.770611793
777	6.770568844
778	6.770527995
779	6.770410518
780	6.770264281
781	6.768594262
782	6.766860245
783	6.76682481
784	6.7654528
785	6.765338094
786	6.763874541
787	6.762344891
788	6.762289147
789	6.762261644
790	6.762217455
791	6.762095369
792	6.762047847
793	6.761897276
794	6.760738064
795	6.760624717
796	6.76058749
797	6.76052526
798	6.760474316
799	6.760433353
800	6.760254294
801	6.758959914
802	6.758910289
803	6.75753328
804	6.757434234
805	6.755705101
806	6.755604328
807	6.755562027
808	6.754235483
809	6.753997447
810	6.752799618
811	6.751802737
812	6.751702063
813	6.751668663
814	6.751360842
815	6.751320132
816	6.751238218
817	6.749929181
818	6.749881365
819	6.748282768
820	6.746686719
821	6.745684592
822	6.74557194
823	6.745521162
824	6.745420523
825	6.745118617
826	6.744093259
827	6.743951959
828	6.742420287
829	6.741497966
830	6.741406367
831	6.74134814
832	6.741305791
833	6.741199898
834	6.741101789
835	6.741056351
836	6.740961845
837	6.739482089
838	6.738020909
839	6.73774543
840	6.737700869
841	6.737666984
842	6.736256571
843	6.734995812
844	6.734944192
845	6.734278715
846	6.734146567
847	6.732763867
848	6.73139227
849	6.731287971
850	6.731198752
851	6.731155321
852	6.730330988
853	6.730073845
854	6.72880825
855	6.727908484
856	6.727865928
857	6.727029162
858	6.726786635
859	6.726706624
860	6.726572322
861	6.726530821
862	6.725273236
863	6.725032641
864	6.724228464
865	6.72418211
866	6.724115916
867	6.724080735
868	6.723292598
869	6.722520056
870	6.722485742
871	6.721667589
872	6.721619626
873	6.721492741
874	6.720787615
875	6.719577997
876	6.719507332
877	6.718783361
878	6.718651987
879	6.718616598
880	6.718576883
881	6.718537958
882	6.71765832
883	6.717590561
884	6.717414777
885	6.716290289
886	6.716204044
887	6.716107447
888	6.715960752
889	6.714879572
890	6.714665635
891	6.713533251
892	6.713450058
893	6.712516788
894	6.711587527
895	6.711464608
896	6.710832553
897	6.709770981
898	6.709679313
899	6.709076102
900	6.708169697
901	6.707275892
902	6.706342505
903	6.706280981
904	6.706187104
905	6.70519077
906	6.70433596
907	6.703382545
908	6.703312206
909	6.703254793
910	6.703226954
911	6.703106418
912	6.703049871
913	6.702521226
914	6.701680595
915	6.701025567
916	6.700108413
917	6.699927025
918	6.69980883
919	6.699775693
920	6.699232
921	6.698666612
922	6.698633166
923	6.698512329
924	6.697570222
925	6.696659757
926	6.696121823
927	6.696090399
928	6.696056042
929	6.695528794
930	6.694843903
931	6.694725454
932	6.693961996
933	6.693431608
934	6.693262237
935	6.693229945
936	6.693153265
937	6.692304877
938	6.691426483
939	6.691380101
940	6.691325998
941	6.691260769
942	6.690435216
943	6.68975815
944	6.689643934
945	6.689591024
946	6.689478395
947	6.689426595
948	6.689397562
949	6.689358546
950	6.689279294
951	6.689229081
952	6.689068297
953	6.688224867
954	6.688117859
955	6.687632676
956	6.687580209
957	6.687127604
958	6.686935493
959	6.686823423
960	6.68668889
961	6.685968423
962	6.685582093
963	6.685538449
964	6.685371244
965	6.6846691
966	6.684009417
967	6.683903967
968	6.683244466
969	6.68286509
970	6.682722547
971	6.682615494
972	6.682495819
973	6.681880785
974	6.681306257
975	6.681256275
976	6.68122496
977	6.681196017
978	6.680486702
979	6.680453828
980	6.680393595
981	6.680333172
982	6.679594993
983	6.67943925
984	6.679055796
985	6.678952034
986	6.678902929
987	6.678381247
988	6.678046552
989	6.678009918
990	6.677454521
991	6.676862813
992	6.676836291
993	6.676645211
994	6.67653918
995	6.675959519
996	6.675827287
997	6.675440773
998	6.675408944
999	6.675373112
1000	6.674781242
1001	6.674057146
1002	6.673948708
1003	6.673913502
1004	6.673882881
1005	6.673220036
1006	6.672627792
1007	6.672472716
1008	6.672429781
1009	6.672366765
1010	6.671808569
1011	6.671192782
1012	6.671146804
1013	6.67111631
1014	6.671075322
1015	6.67058205
1016	6.670536471
1017	6.669996016
1018	6.669486623
1019	6.669383933
1020	6.669278939
1021	6.669236702
1022	6.668714729
1023	6.668173154
1024	6.668072809
1025	6.667972986
1026	6.667306066
1027	6.667261032
1028	6.666612419
1029	6.6660496
1030	6.665447147
1031	6.665417524
1032	6.665388889
1033	6.664908964
1034	6.664751205
1035	6.664637351
1036	6.664563803
1037	6.664263861
1038	6.664153121
1039	6.664123458
1040	6.664014927
1041	6.663964476
1042	6.663510988
1043	6.66343762
1044	6.662980281
1045	6.662692433
1046	6.662595012
1047	6.662551622
1048	6.662472037
1049	6.662033384
1050	6.661607131
1051	6.661511416
1052	6.661439503
1053	6.661016553
1054	6.660766206
1055	6.660731239
1056	6.660661138
1057	6.66044746
1058	6.660051211
1059	6.659975061
1060	6.659482288
1061	6.659216674
1062	6.65917716
1063	6.658919729
1064	6.658866811
1065	6.658832072
1066	6.658598517
1067	6.658056487
1068	6.657642417
1069	6.657602517
1070	6.65741685
1071	6.657208276
1072	6.656764153
1073	6.656668192
1074	6.656196164
1075	6.655889284
1076	6.655372217
1077	6.655273961
1078	6.655227944
1079	6.655189054
1080	6.655095363
1081	6.654812417
1082	6.654464962
1083	6.65402723
1084	6.6539806
1085	6.653941021
1086	6.653796483
1087	6.653431339
1088	6.653372997
1089	6.653355654
1090	6.652991668
1091	6.652919924
1092	6.652844257
1093	6.652514852
1094	6.652471797
1095	6.652380533
1096	6.652354593
1097	6.651981016
1098	6.651926507
1099	6.651830876
1100	6.651492546
1101	6.651317685
1102	6.651119417
1103	6.650960187
1104	6.650525521
1105	6.650434918
1106	6.650400273
1107	6.650023319
1108	6.649827913
1109	6.649804847
1110	6.649743047
1111	6.649687508
1112	6.649628514
1113	6.649302157
1114	6.649214857
1115	6.649141535
1116	6.6488257
1117	6.648769208
1118	6.648703321
1119	6.648301205
1120	6.648247787
1121	6.648214967
1122	6.647888743
1123	6.647851297
1124	6.647496658
1125	6.647191632
1126	6.647166688
1127	6.647095178
1128	6.64691322
1129	6.646849695
1130	6.646762522
1131	6.646734943
1132	6.646683596
1133	6.64647129
1134	6.646122423
1135	6.64591472
1136	6.645664515
1137	6.645608925
1138	6.645222104
1139	6.645204346
1140	6.645160421
1141	6.644994973
1142	6.644806052
1143	6.644718863
1144	6.644628147
1145	6.644589641
1146	6.644516026
1147	6.644217003
1148	6.644132235
1149	6.643928561
1150	6.64360309
1151	6.643217124
1152	6.643009518
1153	6.642985032
1154	6.642691534
1155	6.642373468
1156	6.642100386
1157	6.641568901
1158	6.641202626
1159	6.640991255
1160	6.640961358
1161	6.6409233
1162	6.640896658
1163	6.640728992
1164	6.640431279
1165	6.640184739
1166	6.639873004
1167	6.639524531
1168	6.639453925
1169	6.63930756
1170	6.639147538
1171	6.639117503
1172	6.638878859
1173	6.638677706
1174	6.638640899
1175	6.638471075
1176	6.638223868
1177	6.638001531
1178	6.637831327
1179	6.637768715
1180	6.637708534
1181	6.637670545
1182	6.637346041
1183	6.637004656
1184	6.636614461
1185	6.636324407
1186	6.636127824
1187	6.635751262
1188	6.635517789
1189	6.635350595
1190	6.635288573
1191	6.635220702
1192	6.635185127
1193	6.634892324
1194	6.634700764
1195	6.634468824
1196	6.634283954
1197	6.633959758
1198	6.633901584
1199	6.633712567
1200	6.633675085
1201	6.633489809
1202	6.633270483
1203	6.632916046
1204	6.632844839
1205	6.63278042
1206	6.632687815
1207	6.63258124
1208	6.63227711
1209	6.632186216
1210	6.631832324
1211	6.631621691
1212	6.63151987
1213	6.631185227
1214	6.630855163
1215	6.630553164
1216	6.630517234
1217	6.63035073
1218	6.630302071
1219	6.63024854
1220	6.629967438
1221	6.629820635
1222	6.62979963
1223	6.62973462
1224	6.629671308
1225	6.629587613
1226	6.629532404
1227	6.629485826
1228	6.629213775
1229	6.628856917
1230	6.628828182
1231	6.628534391
1232	6.628234852
1233	6.627966504
1234	6.627665902
1235	6.62764598
1236	6.627402168
1237	6.627165237
1238	6.627098859
1239	6.62705064
1240	6.626990315
1241	6.626960345
1242	6.626701654
1243	6.62663341
1244	6.62637882
1245	6.626342451
1246	6.626307133
1247	6.626269522
1248	6.626249888
1249	6.626086424
1250	6.626043757
1251	6.625766249
1252	6.625518453
1253	6.625106805
1254	6.62508883
1255	6.624846796
1256	6.624761881
1257	6.624591242
1258	6.624462459
1259	6.624195026
1260	6.624027367
1261	6.62378753
1262	6.623489647
1263	6.623219453
1264	6.623059157
1265	6.623020561
1266	6.622956434
1267	6.622719597
1268	6.622488469
1269	6.622399186
1270	6.622266462
1271	6.622016472
1272	6.621852869
1273	6.62166009
1274	6.621647401
1275	6.621582365
1276	6.621349996
1277	6.621095724
1278	6.620978531
1279	6.620912695
1280	6.620709571
1281	6.620633405
1282	6.620411077
1283	6.620158763
1284	6.620001173
1285	6.619838666
1286	6.619783304
1287	6.619728597
1288	6.619680581
1289	6.619481902
1290	6.619428155
1291	6.619189719
1292	6.618946354
1293	6.618909743
1294	6.618825246
1295	6.618756125
1296	6.618546355
1297	6.618494272
1298	6.61824347
1299	6.618039276
1300	6.617821976
1301	6.617585813
1302	6.617382388
1303	6.617093902
1304	6.616866737
1305	6.616644085
1306	6.616448411
1307	6.616413137
1308	6.616201052
1309	6.616162385
1310	6.615961203
1311	6.61592591
1312	6.615881801
1313	6.615850501
1314	6.615577164
1315	6.615536649
1316	6.615506102
1317	6.615298759
1318	6.615139942
1319	6.614936203
1320	6.614874268
1321	6.614672009
1322	6.614446717
1323	6.614266713
1324	6.61406973
1325	6.614004025
1326	6.613682591
1327	6.613569731
1328	6.61326299
1329	6.613077038
1330	6.613026168
1331	6.612944526
1332	6.612881668
1333	6.612712569
1334	6.612528752
1335	6.612346185
1336	6.612165463
1337	6.612013232
1338	6.61196948
1339	6.611935827
1340	6.611759229
1341	6.611578004
1342	6.611522314
1343	6.611470596
1344	6.611360447
1345	6.611176574
1346	6.611094478
1347	6.611049456
1348	6.610740386
1349	6.610430468
1350	6.610394989
1351	6.610361493
1352	6.610215953
1353	6.610044831
1354	6.609877869
1355	6.609693306
1356	6.609656171
1357	6.609485483
1358	6.609421559
1359	6.609385256
1360	6.60922297
1361	6.609047985
1362	6.60901921
1363	6.608967157
1364	6.608849053
1365	6.608741831
1366	6.608547452
1367	6.608519414
1368	6.608434188
1369	6.608402067
1370	6.608340944
1371	6.608232112
1372	6.608215041
1373	6.60811052
1374	6.608008078
1375	6.607974056
1376	6.607823545
1377	6.607668927
1378	6.607645097
1379	6.607475135
1380	6.607236485
1381	6.607175944
1382	6.607024251
1383	6.606974282
1384	6.60686247
1385	6.606817056
1386	6.606654062
1387	6.606488952
1388	6.60643768
1389	6.606274617
1390	6.606240642
1391	6.606106524
1392	6.605897385
1393	6.605767427
1394	6.605755108
1395	6.605564674
1396	6.605492763
1397	6.605330373
1398	6.605187532
1399	6.604906173
1400	6.604781781
1401	6.604754075
1402	6.604726912
1403	6.60460499
1404	6.60450701
1405	6.604350319
1406	6.604302266
1407	6.60427247
1408	6.604196294
1409	6.604062308
1410	6.603959322
1411	6.603898769
1412	6.603624758
1413	6.603573347
1414	6.603439899
1415	6.60334216
1416	6.6031019
1417	6.603068827
1418	6.602907279
1419	6.602762091
1420	6.602598273
1421	6.602442026
1422	6.602346585
1423	6.602184737
1424	6.602036725
1425	6.60190661
1426	6.601752533
1427	6.601569735
1428	6.601434834
1429	6.601402414
1430	6.601252754
1431	6.601166919
1432	6.601011674
1433	6.6008441
1434	6.600716982
1435	6.600681192
1436	6.600521518
1437	6.600489023
1438	6.600440634
1439	6.600347566
1440	6.600237403
1441	6.600205473
1442	6.600105676
1443	6.600013127
1444	6.599888712
1445	6.599759877
1446	6.599710573
1447	6.599562832
1448	6.59942101
1449	6.599273886
1450	6.599145518
1451	6.599084163
1452	6.598957073
1453	6.598703212
1454	6.598643073
1455	6.5986139
1456	6.598567229
1457	6.598439189
1458	6.598207405
1459	6.598176442
1460	6.598056471
1461	6.59795259
1462	6.597893078
1463	6.59769959
1464	6.597655761
1465	6.597580491
1466	6.59743461
1467	6.597289396
1468	6.597242804
1469	6.597085166
1470	6.597033389
1471	6.596897558
1472	6.59667302
1473	6.596643442
1474	6.596490707
1475	6.596433575
1476	6.596292914
1477	6.596245545
1478	6.596127193
1479	6.596080288
1480	6.596032659
1481	6.595958594
1482	6.595916027
1483	6.595871382
1484	6.595819329
1485	6.595729964
1486	6.595658223
1487	6.595518663
1488	6.595367753
1489	6.595341476
1490	6.595205039
1491	6.595057118
1492	6.594924565
1493	6.594900067
1494	6.594875493
1495	6.594788394
1496	6.594660306
1497	6.594617507
1498	6.594576344
1499	6.594335648
1500	6.594212059
1501	6.594060791
1502	6.59400342
1503	6.593871813
1504	6.593856935
1505	6.593775831
1506	6.593632315
1507	6.593601221
1508	6.593482505
1509	6.593347132
1510	6.593247354
1511	6.593207819
1512	6.593001839
1513	6.592861149
1514	6.592817552
1515	6.592786567
1516	6.59270111
1517	6.592642012
1518	6.592527254
1519	6.592431957
1520	6.592266157
1521	6.592135332
1522	6.592111335
1523	6.591928872
1524	6.591881895
1525	6.591738638
1526	6.591666303
1527	6.591636056
1528	6.591566081
1529	6.591522878
1530	6.59150857
1531	6.591464438
1532	6.591342392
1533	6.591300663
1534	6.591178704
1535	6.590982746
1536	6.590902668
1537	6.590781407
1538	6.590643803
1539	6.590528925
1540	6.590463948
1541	6.590406026
1542	6.590382357
1543	6.590293047
1544	6.590226259
1545	6.59011277
1546	6.590072156
1547	6.589912016
1548	6.589867621
1549	6.589826206
1550	6.589707669
1551	6.589555777
1552	6.589512927
1553	6.589429056
1554	6.58929261
1555	6.589248113
1556	6.589193913
1557	6.589086269
1558	6.589063783
1559	6.589022642
1560	6.588902519
1561	6.588776259
1562	6.588604503
1563	6.588576382
1564	6.588487133
1565	6.588273454
1566	6.588234045
1567	6.588063082
1568	6.587953993
1569	6.58783708
1570	6.587814515
1571	6.587801648
1572	6.587762121
1573	6.587672427
1574	6.587613039
1575	6.587531466
1576	6.587479719
1577	6.587436496
1578	6.587383697
1579	6.587361851
1580	6.587319277
1581	6.587292034
1582	6.587215528
1583	6.587080874
1584	6.587067782
1585	6.586955211
1586	6.58691308
1587	6.586825641
1588	6.586750503
1589	6.586656446
1590	6.586617533
1591	6.586578234
1592	6.586539383
1593	6.586480954
1594	6.586407232
1595	6.586284318
1596	6.586154256
1597	6.586112832
1598	6.586035887
1599	6.586015295
1600	6.585936144
1601	6.585824793
1602	6.58578723
1603	6.58562162
1604	6.58558477
1605	6.585558639
1606	6.585435716
1607	6.585410337
1608	6.585292371
1609	6.585216134
1610	6.585169177
1611	6.585128454
1612	6.585086809
1613	6.584981661
1614	6.584862393
1615	6.58467763
1616	6.584574572
1617	6.584533724
1618	6.584476459
1619	6.584341728
1620	6.584304313
1621	6.584279319
1622	6.584162604
1623	6.58413473
1624	6.584057539
1625	6.583957544
1626	6.583861202
1627	6.583824432
1628	6.583788059
1629	6.583622701
1630	6.58348412
1631	6.583376344
1632	6.583245255
1633	6.583163191
1634	6.583027464
1635	6.582847778
1636	6.58282683
1637	6.582728202
1638	6.582605366
1639	6.582559087
1640	6.582480228
1641	6.582356324
1642	6.58227234
1643	6.582198441
1644	6.582084124
1645	6.582059514
1646	6.581998645
1647	6.581902613
1648	6.581826558
1649	6.581716404
1650	6.58160287
1651	6.58154658
1652	6.581505175
1653	6.581435912
1654	6.581395146
1655	6.581323349
1656	6.58129903
1657	6.581203077
1658	6.581060339
1659	6.580927122
1660	6.580852543
1661	6.580721833
1662	6.580593722
1663	6.580553689
1664	6.580456354
