iter	RMSE
1665	6.580420192
1666	6.580371054
1667	6.580258827
1668	6.580164436
1669	6.58009092
1670	6.580055496
1671	6.580021709
1672	6.579966182
1673	6.579806829
1674	6.579679108
1675	6.579570629
1676	6.579531572
1677	6.579389692
1678	6.579285888
1679	6.57923153
1680	6.579120283
1681	6.579085108
1682	6.578976072
1683	6.578873535
1684	6.578781953
1685	6.578702177
1686	6.578623987
1687	6.578552466
1688	6.578529184
1689	6.578480281
1690	6.578445874
1691	6.578345532
1692	6.578268866
1693	6.578197625
1694	6.578185965
1695	6.578077965
1696	6.578038406
1697	6.577930449
1698	6.577829193
1699	6.577717177
1700	6.577592398
1701	6.577502126
1702	6.577407806
1703	6.577316894
1704	6.577263681
1705	6.577229625
1706	6.577203412
1707	6.577065821
1708	6.577021624
1709	6.57693316
1710	6.576844101
1711	6.5767104
1712	6.576671508
1713	6.576517616
1714	6.576463602
1715	6.576323024
1716	6.576185222
1717	6.576115346
1718	6.576052252
1719	6.575915759
1720	6.575809123
1721	6.575679774
1722	6.575575141
1723	6.575487852
1724	6.575454241
1725	6.575357616
1726	6.575287331
1727	6.57526462
1728	6.57517685
1729	6.575029439
1730	6.574924232
1731	6.574885663
1732	6.574852383
1733	6.574784097
1734	6.574651512
1735	6.57454699
1736	6.574460951
1737	6.574428035
1738	6.574380602
1739	6.574321926
1740	6.574254835
1741	6.57420299
1742	6.574164647
1743	6.574038163
1744	6.573908302
1745	6.573850668
1746	6.573782653
1747	6.573658847
1748	6.573527461
1749	6.573476629
1750	6.573360262
1751	6.573258411
1752	6.573192338
1753	6.573159947
1754	6.573074422
1755	6.573008602
1756	6.572904495
1757	6.572836764
1758	6.572712529
1759	6.572693662
1760	6.572630736
1761	6.572510364
1762	6.57248809
1763	6.572363619
1764	6.572331601
1765	6.572247438
1766	6.572209716
1767	6.572188016
1768	6.572124171
1769	6.572029728
1770	6.571963287
1771	6.571870729
1772	6.571811851
1773	6.571709732
1774	6.571587682
1775	6.571539181
1776	6.571419555
1777	6.571381953
1778	6.571317583
1779	6.571255603
1780	6.571202371
1781	6.571092035
1782	6.571009767
1783	6.57099169
1784	6.570936679
1785	6.570836867
1786	6.570751227
1787	6.570596665
1788	6.570517133
1789	6.570433217
1790	6.570377453
1791	6.570340258
1792	6.570249651
1793	6.570127808
1794	6.570011531
1795	6.569975231
1796	6.569915671
1797	6.569878906
1798	6.569829042
1799	6.569782042
1800	6.569733163
1801	6.569671853
1802	6.569651065
1803	6.569607708
1804	6.569567016
1805	6.569450187
1806	6.569385491
1807	6.569349649
1808	6.569233513
1809	6.569175287
1810	6.569062016
1811	6.568964538
1812	6.56893284
1813	6.568844244
1814	6.568730018
1815	6.568630495
1816	6.568532951
1817	6.568494366
1818	6.568463195
1819	6.568422787
1820	6.56837796
1821	6.568240189
1822	6.568202434
1823	6.568148299
1824	6.568070463
1825	6.567990822
1826	6.567901311
1827	6.567847411
1828	6.567766689
1829	6.567652392
1830	6.567547886
1831	6.567500307
1832	6.567405102
1833	6.567323547
1834	6.567222268
1835	6.567163005
1836	6.567116356
1837	6.567047859
1838	6.566976362
1839	6.566832537
1840	6.566710895
1841	6.566633183
1842	6.566597065
1843	6.56653661
1844	6.566503764
1845	6.566450855
1846	6.56637259
1847	6.566317801
1848	6.566241196
1849	6.566168592
1850	6.56608368
1851	6.5660623
1852	6.565953451
1853	6.565932014
1854	6.565856898
1855	6.565805721
1856	6.56567578
1857	6.565556794
1858	6.565506611
1859	6.565486395
1860	6.565424097
1861	6.56533778
1862	6.565305776
1863	6.565239226
1864	6.565142299
1865	6.565110922
1866	6.565026304
1867	6.564954464
1868	6.564864224
1869	6.564785738
1870	6.564733207
1871	6.56465623
1872	6.564610588
1873	6.564491413
1874	6.564454606
1875	6.564381191
1876	6.564360672
1877	6.564302758
1878	6.564250136
1879	6.564141667
1880	6.564090324
1881	6.564039084
1882	6.564003845
1883	6.563981389
1884	6.563900164
1885	6.563828973
1886	6.563798393
1887	6.56376233
1888	6.563727907
1889	6.563645163
1890	6.563576433
1891	6.563464854
1892	6.563355494
1893	6.563278995
1894	6.563184561
1895	6.563112585
1896	6.563018396
1897	6.563001838
1898	6.562957235
1899	6.562840578
1900	6.562783762
1901	6.562731166
1902	6.562616817
1903	6.562565677
1904	6.562448291
1905	6.56235297
1906	6.562301379
1907	6.562270668
1908	6.562199281
1909	6.562141742
1910	6.562098082
1911	6.562047842
1912	6.561962159
1913	6.561919346
1914	6.561885443
1915	6.561842061
1916	6.561767487
1917	6.561732017
1918	6.561596747
1919	6.561522597
1920	6.561506238
1921	6.561458525
1922	6.561392201
1923	6.561311377
1924	6.561269401
1925	6.561220604
1926	6.5611414
1927	6.561089933
1928	6.561017892
1929	6.560983975
1930	6.560964956
1931	6.560891224
1932	6.560826447
1933	6.560772056
1934	6.560694757
1935	6.560609972
1936	6.560541048
1937	6.560466277
1938	6.560411806
1939	6.560309596
1940	6.560279492
1941	6.560229158
1942	6.560207786
1943	6.560192029
1944	6.560125164
1945	6.560025011
1946	6.5599954
1947	6.55990048
1948	6.559859407
1949	6.559737253
1950	6.559687688
1951	6.559593146
1952	6.559488718
1953	6.559368926
1954	6.559313297
1955	6.559237567
1956	6.559165292
1957	6.559117802
1958	6.55907473
1959	6.559023989
1960	6.558974794
1961	6.558926958
1962	6.55881239
1963	6.558722937
1964	6.558653959
1965	6.558601163
1966	6.558561149
1967	6.558526773
1968	6.558505893
1969	6.558456533
1970	6.558344409
1971	6.558310276
1972	6.558277365
1973	6.558239502
1974	6.558172779
1975	6.558157762
1976	6.558071382
1977	6.558032377
1978	6.557958327
1979	6.557915054
1980	6.557789434
1981	6.557725818
1982	6.557688899
1983	6.557598284
1984	6.55754805
1985	6.557499041
1986	6.557425728
1987	6.557392009
1988	6.557279906
1989	6.557259413
1990	6.557149544
1991	6.557120243
1992	6.557087889
1993	6.556940604
1994	6.556925346
1995	6.556832674
1996	6.556800531
1997	6.556771668
1998	6.556753535
1999	6.556687614
